,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
19,4315.89990234375,4003.590087890625,4257.43994140625,,4341.5400390625,,4088.2099609375,4607.18017578125,4188.2099609375,4216.919921875,,4270.259765625,4621.5400390625,,0
20,4314.35986328125,4005.639892578125,4259.490234375,4123.58984375,4345.1298828125,4588.2099609375,,4612.81982421875,4206.669921875,4222.56005859375,4209.740234375,4272.31005859375,,,0
21,4324.6201171875,4012.820068359375,4263.080078125,4132.31005859375,4343.080078125,4587.18017578125,4091.7900390625,4617.9501953125,4213.330078125,4240.509765625,,4274.35986328125,4632.31005859375,4400.509765625,0
22,4331.27978515625,4024.10009765625,4266.14990234375,4140.0,,4585.64013671875,4089.739990234375,4617.9501953125,4204.6201171875,4245.1298828125,4216.41015625,4274.35986328125,4638.97021484375,4401.5400390625,0
23,4326.669921875,4020.0,4264.10009765625,,4334.35986328125,,4088.2099609375,4621.5400390625,4213.330078125,4238.4599609375,4208.72021484375,,4634.35986328125,4385.1298828125,0
24,4321.5400390625,4007.68994140625,4260.0,4132.31005859375,4340.0,4585.64013671875,4087.179931640625,,,4242.56005859375,4208.72021484375,4270.259765625,4627.68994140625,4378.97021484375,0
25,4317.43994140625,4007.68994140625,4257.43994140625,4128.72021484375,,4585.1298828125,4088.2099609375,4638.97021484375,4231.7900390625,4247.68994140625,4209.22998046875,4269.740234375,,4386.14990234375,0
26,4311.7900390625,4007.179931640625,4250.77001953125,4125.1298828125,,4587.18017578125,4087.68994140625,4634.35986328125,4209.22998046875,4232.31005859375,4197.43994140625,4262.0498046875,4615.3798828125,4381.02978515625,0
27,4308.72021484375,,4245.1298828125,4121.5400390625,4329.22998046875,4585.64013671875,4086.669921875,4617.43994140625,,4216.41015625,4186.14990234375,4253.85009765625,4604.10009765625,4362.0498046875,0
28,4308.2099609375,4002.050048828125,4252.81982421875,4122.56005859375,,4582.56005859375,4087.68994140625,4610.77001953125,4192.81982421875,4216.41015625,4189.740234375,4256.919921875,4605.1298828125,,0
29,,4011.280029296875,4265.1298828125,4130.259765625,4339.490234375,4583.58984375,4089.739990234375,4616.41015625,4200.0,4220.509765625,4195.89990234375,4265.64013671875,4611.27978515625,4374.35986328125,0
30,4311.27978515625,4008.719970703125,4265.1298828125,4130.77001953125,4337.43994140625,4585.64013671875,4087.68994140625,,4190.259765625,4218.4599609375,4195.3798828125,4265.64013671875,4608.72021484375,4374.35986328125,0
31,4306.14990234375,4000.510009765625,4259.490234375,4121.02978515625,4330.259765625,4584.10009765625,4085.639892578125,4607.18017578125,4185.1298828125,4216.919921875,4200.0,4263.080078125,4611.27978515625,4369.22998046875,0
32,4307.18017578125,4003.080078125,4263.080078125,,,4582.56005859375,4086.669921875,4611.7900390625,4202.0498046875,4224.6201171875,4208.72021484375,4271.27978515625,4622.56005859375,4379.490234375,0
33,4314.8701171875,4008.2099609375,4268.2099609375,4128.2099609375,,4584.10009765625,4092.31005859375,4625.64013671875,4212.81982421875,4231.27978515625,4210.77001953125,4275.89990234375,4624.6201171875,4382.56005859375,0
34,4313.85009765625,4003.080078125,4263.58984375,4124.10009765625,4336.41015625,4586.669921875,4100.509765625,4633.330078125,4215.3798828125,4232.81982421875,4207.18017578125,4270.77001953125,4618.97021484375,4372.31005859375,0
35,4308.2099609375,3997.43994140625,4254.35986328125,4119.490234375,4332.81982421875,4588.72021484375,4097.9501953125,4628.2099609375,4217.43994140625,4235.3798828125,4208.2099609375,4268.72021484375,4621.5400390625,4368.2099609375,0
36,4308.72021484375,4006.14990234375,4253.330078125,4121.02978515625,4330.259765625,4585.64013671875,4082.050048828125,,4202.56005859375,4236.41015625,4208.72021484375,,4628.2099609375,,0
37,4306.14990234375,4007.68994140625,4253.330078125,4121.02978515625,4330.259765625,4579.490234375,4077.43994140625,,4186.669921875,4224.6201171875,4198.97021484375,4267.18017578125,4622.56005859375,4367.18017578125,0
38,4297.43994140625,3992.820068359375,4249.740234375,4118.4599609375,,4581.02978515625,4085.639892578125,4609.22998046875,4189.22998046875,4208.72021484375,4187.18017578125,4258.97021484375,4606.14990234375,4363.58984375,0
39,4301.02978515625,3994.360107421875,4252.81982421875,4119.490234375,4332.81982421875,4583.080078125,4087.68994140625,4611.7900390625,4195.89990234375,4210.259765625,4188.2099609375,4260.509765625,4601.02978515625,4366.669921875,0
40,4313.85009765625,4010.77001953125,4260.0,,4337.43994140625,4580.509765625,,4618.4599609375,,,4198.97021484375,,4613.330078125,4370.77001953125,0
41,4317.43994140625,4010.77001953125,4258.4599609375,4126.14990234375,4339.490234375,4584.10009765625,4094.360107421875,,4208.2099609375,4229.740234375,4201.5400390625,4271.27978515625,4619.490234375,4376.41015625,0
42,4305.64013671875,3998.4599609375,4251.7900390625,4121.5400390625,4331.7900390625,4584.6201171875,4094.8701171875,4620.0,4200.0,,4196.919921875,4268.72021484375,4610.77001953125,4370.259765625,0
43,,3995.3798828125,4249.22998046875,,4324.6201171875,4577.9501953125,4088.2099609375,4615.89990234375,4203.080078125,4213.330078125,4197.9501953125,4262.56005859375,4606.14990234375,4357.43994140625,0
44,4298.97021484375,,4247.68994140625,4123.080078125,4332.81982421875,4580.0,,4624.6201171875,4220.509765625,4224.10009765625,4205.64013671875,4265.1298828125,,4363.080078125,0
45,4302.56005859375,4006.669921875,4249.740234375,4120.509765625,4342.0498046875,4589.22998046875,,4627.68994140625,,4241.5400390625,4217.9501953125,,4627.68994140625,4375.89990234375,0
46,,4006.14990234375,4256.41015625,4118.4599609375,4333.85009765625,4587.68994140625,4097.9501953125,4621.5400390625,4206.669921875,4243.58984375,4223.080078125,4276.41015625,4633.330078125,4376.919921875,0
47,4315.3798828125,4000.510009765625,4262.56005859375,4120.509765625,,4583.58984375,4092.820068359375,4621.5400390625,4210.259765625,4240.0,4218.97021484375,4277.43994140625,4633.85009765625,4381.02978515625,0
48,4317.9501953125,4004.6201171875,4268.72021484375,4123.58984375,4337.9501953125,4585.1298828125,,4622.0498046875,4207.18017578125,4242.0498046875,4217.43994140625,4285.64013671875,4634.8701171875,4388.2099609375,0
49,,4013.85009765625,,4124.6201171875,4342.56005859375,4589.740234375,4089.22998046875,4616.41015625,4200.509765625,4232.81982421875,4213.330078125,4281.02978515625,4630.259765625,4375.89990234375,0
50,4305.1298828125,4008.719970703125,4259.490234375,,4341.02978515625,,4092.820068359375,4612.31005859375,,4219.490234375,4198.4599609375,4261.02978515625,4611.7900390625,,0
51,4293.330078125,3994.8701171875,4254.35986328125,,4337.43994140625,4596.41015625,4092.31005859375,4609.740234375,4193.330078125,4211.7900390625,4186.669921875,4252.81982421875,4597.9501953125,,0
52,,3994.360107421875,4258.4599609375,,,4594.35986328125,4096.919921875,4614.35986328125,4193.330078125,4209.740234375,4192.31005859375,4260.509765625,4602.0498046875,4350.77001953125,0
53,4308.2099609375,4007.179931640625,4268.2099609375,4126.14990234375,4344.6201171875,4595.3798828125,4102.0498046875,4622.56005859375,4205.1298828125,4221.5400390625,4205.1298828125,4271.7900390625,4614.35986328125,4374.8701171875,0
54,4315.89990234375,4021.030029296875,4277.9501953125,4134.35986328125,4346.14990234375,4591.27978515625,4095.89990234375,4620.0,,4235.3798828125,4212.31005859375,,4625.64013671875,4391.7900390625,0
55,4329.22998046875,4026.14990234375,4281.02978515625,4141.02978515625,4336.919921875,4585.64013671875,4085.639892578125,4613.330078125,4203.58984375,4233.85009765625,4213.330078125,4281.5400390625,4630.77001953125,4387.18017578125,0
56,4335.89990234375,,4281.02978515625,4144.10009765625,4336.41015625,4591.27978515625,4088.719970703125,4616.41015625,4202.0498046875,,4211.7900390625,,4631.27978515625,4385.64013671875,0
57,4324.6201171875,4018.969970703125,4276.41015625,4135.89990234375,,4600.509765625,4099.490234375,4626.14990234375,4211.27978515625,4242.0498046875,4216.41015625,4276.919921875,4632.81982421875,4388.72021484375,0
58,4314.8701171875,4011.280029296875,4268.72021484375,4122.56005859375,4334.35986328125,4602.0498046875,4100.509765625,4632.31005859375,4222.56005859375,4243.080078125,4221.02978515625,4283.58984375,4630.259765625,4381.02978515625,0
59,4312.81982421875,4005.639892578125,4266.14990234375,4124.6201171875,4333.330078125,4601.02978515625,,4632.31005859375,4218.4599609375,4240.0,4216.41015625,4278.4599609375,4622.0498046875,4374.8701171875,0
60,4312.31005859375,,4270.259765625,,4344.10009765625,4600.509765625,4099.490234375,4629.22998046875,4209.22998046875,4240.509765625,4213.330078125,4276.41015625,,4380.0,0
61,4312.81982421875,4010.260009765625,4268.72021484375,4129.740234375,4344.6201171875,4602.0498046875,4095.89990234375,4629.740234375,4214.35986328125,4236.41015625,4214.8701171875,4282.0498046875,4624.10009765625,4375.89990234375,0
62,4308.2099609375,,4264.6201171875,4121.5400390625,4333.85009765625,4601.02978515625,4094.8701171875,4631.7900390625,4215.3798828125,4228.72021484375,4208.2099609375,4278.97021484375,4612.81982421875,4363.080078125,0
63,4299.490234375,4002.56005859375,4265.64013671875,4123.080078125,4332.31005859375,4592.31005859375,,4619.490234375,4193.330078125,4221.02978515625,4197.9501953125,4268.72021484375,4602.56005859375,4358.4599609375,0
64,4296.41015625,4004.10009765625,4263.58984375,4122.0498046875,4342.0498046875,4590.77001953125,4082.050048828125,4606.14990234375,4176.919921875,4211.27978515625,,4267.18017578125,4602.0498046875,4360.509765625,0
65,4303.58984375,4003.590087890625,4261.02978515625,4126.14990234375,4346.669921875,4598.97021484375,4087.68994140625,4612.81982421875,4192.81982421875,4208.72021484375,,4274.35986328125,4601.02978515625,4358.4599609375,0
66,4313.330078125,4008.2099609375,4268.72021484375,4136.919921875,4342.56005859375,4595.3798828125,4091.280029296875,4623.080078125,4207.68994140625,4222.0498046875,4206.14990234375,4283.080078125,4607.68994140625,4362.56005859375,0
67,4316.41015625,4014.360107421875,4278.97021484375,4139.490234375,4337.9501953125,4583.58984375,,4614.8701171875,4198.4599609375,4234.8701171875,,4285.64013671875,4620.0,4378.4599609375,0
68,4320.0,4017.43994140625,4284.10009765625,,4337.43994140625,4586.14990234375,4086.669921875,4612.31005859375,4198.97021484375,4242.56005859375,4217.9501953125,4284.6201171875,4626.669921875,4389.740234375,0
69,4328.2099609375,4021.030029296875,4283.080078125,4141.02978515625,4332.81982421875,4599.490234375,4100.0,4630.259765625,4217.9501953125,4248.2099609375,4226.669921875,4291.7900390625,4632.81982421875,4388.72021484375,0
70,4325.1298828125,4019.489990234375,4281.5400390625,4136.41015625,,4606.14990234375,4109.740234375,4638.4599609375,4218.97021484375,4242.56005859375,4228.2099609375,4300.0,4636.41015625,,0
71,4312.81982421875,4010.260009765625,4282.0498046875,4129.740234375,4331.27978515625,,4108.72021484375,4628.72021484375,4212.31005859375,4233.85009765625,4221.5400390625,4300.0,4629.740234375,4380.0,0
72,4309.740234375,4005.639892578125,4278.4599609375,,4335.3798828125,4606.14990234375,4105.1298828125,4628.2099609375,4216.919921875,4237.43994140625,4214.8701171875,4291.27978515625,,4372.81982421875,0
73,,4005.1298828125,4269.22998046875,4130.259765625,4334.35986328125,4607.18017578125,4103.080078125,4629.22998046875,4211.27978515625,4233.85009765625,4205.64013671875,,4612.31005859375,4360.0,0
74,4300.0,4000.510009765625,4260.0,4121.5400390625,,4602.0498046875,4095.3798828125,4612.81982421875,4189.22998046875,4222.0498046875,4196.919921875,4269.740234375,4606.14990234375,4349.740234375,0
75,4299.490234375,3996.919921875,4253.85009765625,4125.64013671875,4337.9501953125,4590.259765625,4086.14990234375,4598.4599609375,4179.490234375,,4195.3798828125,4266.14990234375,4607.18017578125,4352.81982421875,0
76,4292.81982421875,4000.0,4249.740234375,4130.259765625,4340.509765625,4588.2099609375,4082.56005859375,4596.919921875,4183.080078125,4230.259765625,4195.89990234375,4263.080078125,4609.22998046875,4356.41015625,0
77,,4001.5400390625,4245.64013671875,4120.0,4334.8701171875,,4080.510009765625,4592.81982421875,4178.4599609375,4214.8701171875,4191.7900390625,,4605.64013671875,4347.68994140625,0
78,,4000.0,4244.6201171875,4118.97021484375,4334.35986328125,4600.509765625,4081.030029296875,4597.9501953125,4183.080078125,4204.6201171875,4188.2099609375,4260.509765625,4603.080078125,4345.64013671875,0
79,4301.5400390625,4005.639892578125,4251.27978515625,4134.8701171875,4345.1298828125,,4088.2099609375,4617.9501953125,4207.18017578125,4216.919921875,4192.31005859375,4269.740234375,4603.58984375,4353.85009765625,0
80,4299.490234375,,4260.0,4140.509765625,4349.740234375,,4091.7900390625,4625.64013671875,4214.8701171875,4231.7900390625,,4271.27978515625,4603.58984375,,0
81,4295.3798828125,4015.3798828125,4262.56005859375,4137.43994140625,4347.18017578125,4614.8701171875,4090.260009765625,4620.0,4210.77001953125,,4196.919921875,4268.2099609375,4605.64013671875,,0
82,4307.18017578125,4016.409912109375,,4138.4599609375,4348.72021484375,4615.89990234375,4093.85009765625,4625.1298828125,4220.0,4233.85009765625,4200.509765625,4275.3798828125,4614.35986328125,4365.1298828125,0
83,4318.97021484375,4021.5400390625,4277.43994140625,4141.5400390625,4348.72021484375,4612.31005859375,4099.490234375,4632.81982421875,4224.10009765625,4244.10009765625,4214.35986328125,4288.72021484375,4629.740234375,4371.27978515625,0
84,4317.43994140625,4021.5400390625,4281.5400390625,4140.509765625,4347.68994140625,4606.669921875,,,4206.669921875,4252.81982421875,4222.56005859375,4294.35986328125,4640.0,4381.02978515625,0
85,4313.330078125,4011.280029296875,4278.4599609375,4136.41015625,4345.1298828125,,4090.260009765625,4611.7900390625,4190.259765625,4241.5400390625,4214.8701171875,4289.740234375,4632.81982421875,4380.0,0
86,4314.8701171875,4002.56005859375,4271.7900390625,4134.35986328125,4335.3798828125,4609.740234375,4093.85009765625,4607.18017578125,4189.740234375,4222.0498046875,4205.1298828125,4282.56005859375,4622.0498046875,4367.18017578125,0
87,4314.35986328125,4009.22998046875,,4137.43994140625,4334.8701171875,4604.6201171875,4097.9501953125,,4201.5400390625,4224.6201171875,4206.669921875,4283.58984375,4626.669921875,4370.259765625,0
88,4312.31005859375,4018.4599609375,4277.43994140625,4142.0498046875,4346.14990234375,4606.14990234375,4096.919921875,4622.0498046875,4213.85009765625,4240.0,4217.43994140625,4288.72021484375,4636.41015625,4380.0,0
89,,4013.330078125,4279.490234375,4138.97021484375,4346.14990234375,,4094.8701171875,4623.58984375,4213.85009765625,4243.58984375,4221.5400390625,4290.77001953125,4635.3798828125,,0
90,4306.14990234375,4002.56005859375,4277.43994140625,4135.3798828125,4339.490234375,4602.0498046875,4094.360107421875,4625.1298828125,4208.72021484375,,4216.41015625,4288.72021484375,4628.2099609375,4366.14990234375,0
91,,4001.030029296875,4274.35986328125,4135.3798828125,4341.02978515625,4600.0,4088.719970703125,4628.72021484375,4210.77001953125,4236.41015625,4209.740234375,4284.10009765625,4623.080078125,,0
92,4308.72021484375,4009.739990234375,4268.72021484375,4136.919921875,4343.58984375,4608.2099609375,4083.080078125,4625.64013671875,,,4210.259765625,4282.0498046875,4624.6201171875,4366.669921875,0
93,4315.3798828125,4021.5400390625,4267.18017578125,4140.509765625,4347.18017578125,4613.330078125,4089.22998046875,4621.02978515625,4209.740234375,4238.4599609375,4213.85009765625,4282.0498046875,4625.1298828125,4359.490234375,0
94,4306.669921875,4016.919921875,4268.72021484375,4142.0498046875,4350.77001953125,4609.22998046875,4097.43994140625,4620.509765625,,,4206.14990234375,4277.43994140625,,4351.7900390625,0
95,4296.41015625,4003.590087890625,4262.56005859375,4136.919921875,4340.509765625,4605.1298828125,4096.41015625,4619.490234375,4197.43994140625,4214.35986328125,4193.330078125,4270.77001953125,4607.18017578125,4347.18017578125,0
96,4298.97021484375,4006.14990234375,4265.64013671875,4131.7900390625,,4604.6201171875,4088.719970703125,4612.81982421875,4194.8701171875,4211.7900390625,4196.919921875,4276.41015625,4613.85009765625,4358.97021484375,0
97,4314.8701171875,4018.969970703125,4283.080078125,4142.0498046875,,4600.0,4084.10009765625,,4201.5400390625,4226.669921875,4215.3798828125,4293.330078125,4629.740234375,4377.9501953125,0
98,4323.080078125,,4289.740234375,4151.7900390625,4345.1298828125,4596.919921875,4083.080078125,4613.85009765625,4211.27978515625,,4224.10009765625,,4635.89990234375,4378.97021484375,0
99,,4008.2099609375,4281.02978515625,,4334.35986328125,4602.0498046875,4084.6201171875,4618.97021484375,4212.81982421875,4242.0498046875,4213.330078125,4289.740234375,4625.64013671875,,0
100,4296.41015625,,4274.8701171875,4131.7900390625,4331.7900390625,4603.080078125,4086.669921875,4622.0498046875,4209.22998046875,4228.72021484375,4204.10009765625,4280.0,4614.35986328125,4356.41015625,0
101,4305.64013671875,4003.080078125,4278.97021484375,4140.0,4346.14990234375,4600.0,4086.14990234375,4623.58984375,4207.18017578125,4231.27978515625,4207.18017578125,4284.10009765625,4617.9501953125,4358.4599609375,0
102,4318.4599609375,4005.1298828125,4281.5400390625,4143.080078125,4348.2099609375,4605.64013671875,,4624.10009765625,4207.18017578125,4231.27978515625,4211.7900390625,4288.72021484375,4623.080078125,4362.0498046875,0
103,4313.330078125,,,4136.919921875,4338.4599609375,4609.740234375,,4631.27978515625,4214.35986328125,,4211.7900390625,4288.72021484375,4624.6201171875,4370.77001953125,0
104,4305.1298828125,4004.10009765625,4278.97021484375,4137.43994140625,,4602.56005859375,4087.68994140625,4635.89990234375,4220.0,4235.3798828125,4218.4599609375,4291.7900390625,4630.77001953125,4377.9501953125,0
105,4306.669921875,4008.2099609375,4276.919921875,4142.0498046875,,4602.0498046875,4084.10009765625,4631.7900390625,4218.97021484375,4237.43994140625,4225.1298828125,4293.330078125,4631.7900390625,4371.7900390625,0
106,4309.22998046875,4004.6201171875,4264.6201171875,4136.919921875,4338.97021484375,4608.72021484375,4085.1298828125,4629.22998046875,4215.89990234375,4230.259765625,4217.9501953125,,,4361.02978515625,0
107,4308.2099609375,4002.050048828125,4260.0,4130.259765625,4345.1298828125,4607.68994140625,4082.050048828125,,4208.2099609375,4231.27978515625,4210.77001953125,4278.4599609375,4617.43994140625,4362.56005859375,0
108,4304.6201171875,4001.5400390625,4260.0,4127.68994140625,4356.919921875,4604.6201171875,4080.510009765625,4616.919921875,4198.97021484375,4232.31005859375,4211.7900390625,4275.3798828125,4622.0498046875,4362.0498046875,0
109,4301.02978515625,4002.050048828125,4250.259765625,4123.080078125,4350.77001953125,4606.669921875,4085.1298828125,4614.8701171875,4196.41015625,4223.58984375,4210.259765625,4271.7900390625,4621.5400390625,4357.43994140625,0
110,4303.58984375,4005.639892578125,4250.259765625,4124.6201171875,4343.080078125,4607.18017578125,4082.56005859375,4620.509765625,4197.9501953125,4223.58984375,4208.2099609375,4272.81982421875,4616.41015625,4359.490234375,0
111,4305.64013671875,4007.68994140625,4261.5400390625,4134.35986328125,4352.81982421875,4606.14990234375,4078.4599609375,4624.10009765625,4200.509765625,4231.7900390625,4212.81982421875,4282.56005859375,4615.89990234375,4360.509765625,0
112,4300.509765625,4003.080078125,4258.4599609375,4131.27978515625,4352.31005859375,4606.14990234375,4076.409912109375,4624.10009765625,4206.14990234375,4233.330078125,4212.31005859375,4283.58984375,4614.35986328125,4352.31005859375,0
113,,3997.43994140625,4245.1298828125,4118.97021484375,4335.3798828125,4602.56005859375,4075.3798828125,4620.0,4204.10009765625,4225.64013671875,4203.58984375,4270.77001953125,4609.22998046875,4345.64013671875,0
114,4298.4599609375,3998.4599609375,4244.10009765625,4120.0,,4600.0,,4612.31005859375,4193.330078125,4220.0,4202.56005859375,4265.1298828125,4607.68994140625,4352.31005859375,0
115,4304.6201171875,4004.10009765625,4253.330078125,4125.1298828125,4345.64013671875,4601.5400390625,4080.510009765625,4610.77001953125,4192.31005859375,4224.10009765625,4208.72021484375,4273.330078125,4611.27978515625,4361.5400390625,0
116,4305.64013671875,4002.050048828125,4260.509765625,,4343.58984375,4603.58984375,4085.1298828125,4618.4599609375,4195.3798828125,4219.490234375,4209.740234375,4279.490234375,,4360.509765625,0
117,4301.5400390625,3998.969970703125,4262.56005859375,4118.97021484375,4337.43994140625,4603.58984375,4082.050048828125,4619.490234375,4195.3798828125,4218.97021484375,4211.27978515625,,4614.8701171875,4355.89990234375,0
118,4300.0,4005.1298828125,4262.0498046875,,4341.02978515625,4599.490234375,4078.4599609375,4614.35986328125,4202.0498046875,4235.3798828125,4218.4599609375,4289.22998046875,,4362.0498046875,0
119,4304.6201171875,4009.739990234375,4263.58984375,4124.6201171875,4349.22998046875,4599.490234375,4084.6201171875,4620.0,4209.740234375,4243.080078125,4223.080078125,,4628.2099609375,4369.22998046875,0
120,4312.31005859375,4005.1298828125,4268.72021484375,4123.58984375,4349.740234375,4606.669921875,,4629.22998046875,,4236.41015625,4223.58984375,4290.77001953125,4627.18017578125,4368.72021484375,0
121,4315.3798828125,4003.080078125,4272.31005859375,4123.080078125,4345.1298828125,4611.7900390625,4092.820068359375,4629.740234375,4213.85009765625,4242.0498046875,4225.1298828125,4295.89990234375,4632.81982421875,4372.31005859375,0
122,4309.740234375,4005.1298828125,4269.22998046875,4121.5400390625,4344.6201171875,4607.18017578125,4088.719970703125,4628.72021484375,4221.02978515625,4245.1298828125,4224.10009765625,4291.7900390625,4632.31005859375,4375.3798828125,0
123,,,4261.02978515625,4117.9501953125,4345.64013671875,4601.02978515625,4087.179931640625,4624.6201171875,4209.22998046875,4231.7900390625,4215.89990234375,4283.080078125,4623.080078125,4367.68994140625,0
124,4300.0,4001.5400390625,4262.0498046875,4121.02978515625,4342.56005859375,4600.509765625,4085.1298828125,4618.97021484375,4200.509765625,4228.72021484375,4209.22998046875,4284.10009765625,4616.919921875,4357.9501953125,0
125,4305.64013671875,4007.179931640625,4265.64013671875,4126.14990234375,4341.5400390625,4603.080078125,4088.2099609375,4620.0,4202.0498046875,4231.7900390625,4211.27978515625,4286.14990234375,,4356.41015625,0
126,,4004.10009765625,4255.3798828125,4117.9501953125,4337.9501953125,4602.0498046875,4089.739990234375,4620.509765625,4197.9501953125,4220.509765625,4209.740234375,4278.97021484375,4610.259765625,4354.35986328125,0
127,4287.18017578125,3992.31005859375,4245.1298828125,4105.64013671875,,4600.509765625,4087.179931640625,4618.97021484375,4201.02978515625,4214.8701171875,,4272.31005859375,4605.1298828125,,0
128,,3993.85009765625,4246.669921875,4110.77001953125,4332.81982421875,4604.10009765625,4086.669921875,4625.64013671875,4212.31005859375,4228.72021484375,4206.669921875,4277.43994140625,4609.22998046875,4358.97021484375,0
129,4295.3798828125,4007.179931640625,4250.259765625,4117.9501953125,4345.1298828125,4606.14990234375,4085.1298828125,4627.18017578125,4208.2099609375,4237.43994140625,4215.89990234375,4284.6201171875,4618.4599609375,4365.1298828125,0
130,4302.56005859375,4009.22998046875,4252.31005859375,4116.919921875,4342.0498046875,4601.5400390625,4078.969970703125,4618.97021484375,4198.4599609375,4230.77001953125,4213.85009765625,4284.6201171875,4617.9501953125,4364.10009765625,0
131,4304.10009765625,4002.56005859375,4261.02978515625,4120.509765625,4334.35986328125,4597.9501953125,4074.8701171875,4618.4599609375,4202.56005859375,4225.64013671875,,4284.6201171875,4611.27978515625,4360.509765625,0
132,4302.56005859375,4003.590087890625,4265.64013671875,4118.4599609375,4342.0498046875,4601.5400390625,4079.489990234375,4623.58984375,4207.68994140625,,,4288.72021484375,4614.8701171875,4364.10009765625,0
133,4303.58984375,4007.68994140625,,4110.259765625,4343.080078125,4604.6201171875,4084.6201171875,4622.0498046875,4206.669921875,4228.72021484375,4219.490234375,4289.22998046875,,4367.18017578125,0
134,4299.490234375,4005.1298828125,4250.77001953125,4114.35986328125,4330.259765625,4601.02978515625,4084.10009765625,4614.35986328125,4199.490234375,4231.27978515625,4213.330078125,4288.2099609375,4618.97021484375,4360.509765625,0
